会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
K68303052,HPM,皇富矿业,购买,5308,5.04,26752.32,0.00,交易完成,"2016-06-06 10:33:49"
32021316,HPM,皇富矿业,购买,9,5.04,45.36,0.00,交易完成,"2016-06-06 10:33:48"
K15587358,HPM,皇富矿业,购买,533,5.04,2686.32,0.00,交易完成,"2016-06-06 10:33:44"
26881999,HPM,皇富矿业,购买,49,5.04,246.96,0.00,交易完成,"2016-06-06 10:33:43"
8890284,HPM,皇富矿业,购买,203,5.04,1023.12,0.00,交易完成,"2016-06-06 10:33:35"
8656,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:33:33"
9922,PPE,越南电力油气咨询工程公司,购买,1,4.95,4.95,0.00,交易完成,"2016-06-06 10:33:32"
77975398,HPM,皇富矿业,购买,410,5.04,2066.40,0.00,交易完成,"2016-06-06 10:33:24"
ysj888,HPM,皇富矿业,购买,4149,5.04,20910.96,0.00,交易完成,"2016-06-06 10:33:20"
8032816,HPM,皇富矿业,购买,854,5.04,4304.16,0.00,交易完成,"2016-06-06 10:33:17"
yt033,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:33:07"
557866,HPM,皇富矿业,购买,8,5.04,40.32,0.00,交易完成,"2016-06-06 10:33:05"
P16991699,HPM,皇富矿业,购买,31098,5.04,156733.92,0.00,交易完成,"2016-06-06 10:32:43"
42760128,HPM,皇富矿业,购买,19720,5.04,99388.80,0.00,交易完成,"2016-06-06 10:32:26"
63615920,HPM,皇富矿业,购买,288,5.04,1451.52,0.00,交易完成,"2016-06-06 10:32:24"
8656,HPM,皇富矿业,购买,20,5.04,100.80,0.00,交易完成,"2016-06-06 10:32:19"
P07999320,HPM,皇富矿业,购买,5002,5.04,25210.08,0.00,交易完成,"2016-06-06 10:32:17"
K22554189,HPM,皇富矿业,购买,533,5.04,2686.32,0.00,交易完成,"2016-06-06 10:32:14"
99992206,HPM,皇富矿业,购买,2,5.04,10.08,0.00,交易完成,"2016-06-06 10:32:09"
13334996,HPM,皇富矿业,购买,410,5.04,2066.40,0.00,交易完成,"2016-06-06 10:32:03"
63575,HPM,皇富矿业,购买,158,5.04,796.32,0.00,交易完成,"2016-06-06 10:32:02"
11223368,HPM,皇富矿业,购买,149396,5.04,752955.84,0.00,交易完成,"2016-06-06 10:32:01"
2016329,HPM,皇富矿业,购买,1785,5.04,8996.40,0.00,交易完成,"2016-06-06 10:31:51"
YW8713,HPM,皇富矿业,出售,7871,5.04,39669.84,396.70,交易完成,"2016-06-06 10:31:51"
fxz6688,HPM,皇富矿业,购买,18300,5.04,92232.00,0.00,交易完成,"2016-06-06 10:31:34"
hklfa1314,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:31:32"
557866,HPM,皇富矿业,购买,90,5.04,453.60,0.00,交易完成,"2016-06-06 10:31:32"
557866,HPM,皇富矿业,购买,90,5.04,453.60,0.00,交易完成,"2016-06-06 10:31:27"
wf1867752,HPM,皇富矿业,购买,283,5.04,1426.32,0.00,交易完成,"2016-06-06 10:31:23"
66845528,PPE,越南电力油气咨询工程公司,购买,90952,4.95,450212.40,0.00,交易完成,"2016-06-06 10:31:06"
19561226,HPM,皇富矿业,出售,17832,5.04,89873.28,898.73,交易完成,"2016-06-06 10:31:02"
K65627293,HPM,皇富矿业,购买,2654,5.04,13376.16,0.00,交易完成,"2016-06-06 10:31:02"
LL,HPM,皇富矿业,购买,893,5.04,4500.72,0.00,交易完成,"2016-06-06 10:30:51"
YW6313,HPM,皇富矿业,购买,15140,5.04,76305.60,0.00,交易完成,"2016-06-06 10:30:43"
99992206,HPM,皇富矿业,购买,1130,5.04,5695.20,0.00,交易完成,"2016-06-06 10:30:42"
YT080921,HPM,皇富矿业,购买,25700,5.04,129528.00,0.00,交易完成,"2016-06-06 10:30:40"
43492551,HPM,皇富矿业,购买,140,5.04,705.60,0.00,交易完成,"2016-06-06 10:30:39"
881999,HPM,皇富矿业,购买,31,5.04,156.24,0.00,交易完成,"2016-06-06 10:30:38"
009009132,HPM,皇富矿业,购买,15256,5.04,76890.24,0.00,交易完成,"2016-06-06 10:30:36"
05631569,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:30:36"
20150638,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:30:35"
8656,HPM,皇富矿业,购买,110,5.04,554.40,0.00,交易完成,"2016-06-06 10:30:33"
8890286,HPM,皇富矿业,购买,363,5.04,1829.52,0.00,交易完成,"2016-06-06 10:30:30"
1998,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:30:26"
9922,HPM,皇富矿业,购买,1308,5.04,6592.32,0.00,交易完成,"2016-06-06 10:30:24"
YXY001,HPM,皇富矿业,购买,8451,5.04,42593.04,0.00,交易完成,"2016-06-06 10:30:15"
08510398,HPM,皇富矿业,购买,5425,5.04,27342.00,0.00,交易完成,"2016-06-06 10:30:10"
882206,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:30:01"
K22437565,HPM,皇富矿业,购买,533,5.04,2686.32,0.00,交易完成,"2016-06-06 10:29:59"
00206766,HPM,皇富矿业,购买,14506,5.04,73110.24,0.00,交易完成,"2016-06-06 10:29:59"
hldwj,HPM,皇富矿业,购买,2000,5.04,10080.00,0.00,交易完成,"2016-06-06 10:29:57"
YT336692,HPM,皇富矿业,购买,1500,5.04,7560.00,0.00,交易完成,"2016-06-06 10:29:55"
hldwj,HPM,皇富矿业,购买,2000,5.04,10080.00,0.00,交易完成,"2016-06-06 10:29:52"
WQW001,HPM,皇富矿业,购买,12,5.04,60.48,0.00,交易完成,"2016-06-06 10:29:50"
99992205,HPM,皇富矿业,购买,120,5.04,604.80,0.00,交易完成,"2016-06-06 10:29:36"
YW55813,HPM,皇富矿业,购买,457,5.04,2303.28,0.00,交易完成,"2016-06-06 10:29:25"
YT223355,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:29:25"
881999,HPM,皇富矿业,购买,5700,5.04,28728.00,0.00,交易完成,"2016-06-06 10:29:24"
ZWQ001,HPM,皇富矿业,购买,509,5.04,2565.36,0.00,交易完成,"2016-06-06 10:29:16"
1200006,HPM,皇富矿业,购买,803,5.04,4047.12,0.00,交易完成,"2016-06-06 10:29:04"
hkyjt,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:28:56"
ZH9168,HPM,皇富矿业,购买,194,5.04,977.76,0.00,交易完成,"2016-06-06 10:28:56"
RIN001,HPM,皇富矿业,购买,57986,5.04,292249.44,0.00,交易完成,"2016-06-06 10:28:55"
fxz6688,HPM,皇富矿业,购买,2,5.04,10.08,0.00,交易完成,"2016-06-06 10:28:54"
71021001,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:28:41"
20160606,HPM,皇富矿业,购买,440,5.04,2217.60,0.00,交易完成,"2016-06-06 10:28:34"
99990012,HPM,皇富矿业,购买,4827,5.04,24328.08,0.00,交易完成,"2016-06-06 10:28:26"
43383563,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:28:17"
YT223355,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:28:13"
665809,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:28:13"
Yt044,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:28:09"
678,HPM,皇富矿业,购买,4,5.04,20.16,0.00,交易完成,"2016-06-06 10:28:01"
cx,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:27:59"
15448424,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:27:59"
20150588,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:27:58"
CGL889,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:27:54"
LJR510827,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:27:42"
54163437,HPM,皇富矿业,购买,433,5.04,2182.32,0.00,交易完成,"2016-06-06 10:27:41"
107927565,HPM,皇富矿业,购买,106,5.04,534.24,0.00,交易完成,"2016-06-06 10:27:41"
19691001,HPM,皇富矿业,购买,8,5.04,40.32,0.00,交易完成,"2016-06-06 10:27:40"
CGL889,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:27:25"
27309658,HPM,皇富矿业,购买,13,5.04,65.52,0.00,交易完成,"2016-06-06 10:27:21"
20160606,HPM,皇富矿业,购买,1000,5.04,5040.00,0.00,交易完成,"2016-06-06 10:27:17"
P20150616,HPM,皇富矿业,购买,859,5.04,4329.36,0.00,交易完成,"2016-06-06 10:27:15"
44063696,HPM,皇富矿业,购买,36,5.04,181.44,0.00,交易完成,"2016-06-06 10:27:15"
Yt055,HPM,皇富矿业,购买,93,5.04,468.72,0.00,交易完成,"2016-06-06 10:27:12"
76198716,HPM,皇富矿业,购买,1254,5.04,6320.16,0.00,交易完成,"2016-06-06 10:27:11"
8890283,HPM,皇富矿业,购买,1209,5.04,6093.36,0.00,交易完成,"2016-06-06 10:27:08"
66661689,HPM,皇富矿业,购买,251,5.04,1265.04,0.00,交易完成,"2016-06-06 10:26:58"
78083793,HPM,皇富矿业,购买,112,5.04,564.48,0.00,交易完成,"2016-06-06 10:26:51"
YT168,HPM,皇富矿业,出售,17123,5.04,86299.92,863.00,交易完成,"2016-06-06 10:26:47"
43383563,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:26:43"
gwy001,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:26:40"
cx,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:26:39"
LSZ38511,HPM,皇富矿业,购买,1655,5.04,8341.20,0.00,交易完成,"2016-06-06 10:26:36"
99993939,HPM,皇富矿业,购买,1962,5.04,9888.48,0.00,交易完成,"2016-06-06 10:26:34"
20160606,HPM,皇富矿业,购买,1500,5.04,7560.00,0.00,交易完成,"2016-06-06 10:26:21"
YT656692,HPM,皇富矿业,购买,30000,5.04,151200.00,0.00,交易完成,"2016-06-06 10:26:12"
99991001,HPM,皇富矿业,购买,200,5.04,1008.00,0.00,交易完成,"2016-06-06 10:26:05"
99991001,HPM,皇富矿业,购买,200,5.04,1008.00,0.00,交易完成,"2016-06-06 10:25:54"
lxy1955,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:25:47"
11223363,HPM,皇富矿业,购买,359964,5.04,1814218.56,0.00,交易完成,"2016-06-06 10:25:45"
2016088,HPM,皇富矿业,购买,2,5.04,10.08,0.00,交易完成,"2016-06-06 10:25:43"
96889760,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:25:35"
YT88555,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:25:31"
HX001,HPM,皇富矿业,购买,136,5.04,685.44,0.00,交易完成,"2016-06-06 10:25:30"
63871635,HPM,皇富矿业,购买,115,5.04,579.60,0.00,交易完成,"2016-06-06 10:25:29"
99988888,HPM,皇富矿业,购买,6,5.04,30.24,0.00,交易完成,"2016-06-06 10:25:28"
889980,HPM,皇富矿业,购买,305,5.04,1537.20,0.00,交易完成,"2016-06-06 10:25:27"
MYH01,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:25:23"
55586,HPM,皇富矿业,购买,33120,5.04,166924.80,0.00,交易完成,"2016-06-06 10:25:18"
lxz889,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:25:17"
03611288,HPM,皇富矿业,购买,22597,5.04,113888.88,0.00,交易完成,"2016-06-06 10:25:11"
wsq01,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:25:09"
99996178,HPM,皇富矿业,购买,1071,5.04,5397.84,0.00,交易完成,"2016-06-06 10:25:02"
87282246,HPM,皇富矿业,购买,178,5.04,897.12,0.00,交易完成,"2016-06-06 10:25:01"
5188,HPM,皇富矿业,购买,4027,5.04,20296.08,0.00,交易完成,"2016-06-06 10:24:53"
WSC002,HPM,皇富矿业,购买,400,5.04,2016.00,0.00,交易完成,"2016-06-06 10:24:52"
LF1860230,HPM,皇富矿业,购买,212,5.04,1068.48,0.00,交易完成,"2016-06-06 10:24:51"
LHC,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:24:48"
29398,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:24:35"
Yt032,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:24:31"
3528,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:24:23"
YW55813,HPM,皇富矿业,购买,79,5.04,398.16,0.00,交易完成,"2016-06-06 10:24:19"
CGL889,HPM,皇富矿业,购买,247,5.04,1244.88,0.00,交易完成,"2016-06-06 10:24:18"
90066211,HPM,皇富矿业,购买,4,5.04,20.16,0.00,交易完成,"2016-06-06 10:24:15"
YW55813,HPM,皇富矿业,购买,79,5.04,398.16,0.00,交易完成,"2016-06-06 10:24:15"
10002921,HPM,皇富矿业,购买,6924,5.04,34896.96,0.00,交易完成,"2016-06-06 10:24:12"
YW55813,HPM,皇富矿业,购买,79,5.04,398.16,0.00,交易完成,"2016-06-06 10:24:11"
wsq01,HPM,皇富矿业,购买,495,5.04,2494.80,0.00,交易完成,"2016-06-06 10:24:11"
66668989,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:24:03"
00100150,HPM,皇富矿业,购买,500,5.04,2520.00,0.00,交易完成,"2016-06-06 10:24:03"
100068,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:24:02"
99997777,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:24:01"
11223347,HPM,皇富矿业,购买,27124,5.04,136704.96,0.00,交易完成,"2016-06-06 10:23:45"
HY,HPM,皇富矿业,购买,590,5.04,2973.60,0.00,交易完成,"2016-06-06 10:23:41"
GJM001,HPM,皇富矿业,购买,4832,5.04,24353.28,0.00,交易完成,"2016-06-06 10:23:37"
YT6455,HPM,皇富矿业,购买,133,5.04,670.32,0.00,交易完成,"2016-06-06 10:23:36"
WSC002,HPM,皇富矿业,购买,9403,5.04,47391.12,0.00,交易完成,"2016-06-06 10:23:28"
YT666995,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:23:28"
31886058,HPM,皇富矿业,购买,1328,5.04,6693.12,0.00,交易完成,"2016-06-06 10:23:23"
YT336691,HPM,皇富矿业,购买,16600,5.04,83664.00,0.00,交易完成,"2016-06-06 10:23:11"
fdf889,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:23:05"
Yt058,HPM,皇富矿业,购买,126,5.04,635.04,0.00,交易完成,"2016-06-06 10:23:03"
2989999,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:22:38"
99993036,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:22:38"
50783893,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:22:38"
44063697,HPM,皇富矿业,购买,1045,5.04,5266.80,0.00,交易完成,"2016-06-06 10:22:38"
YT36676,HPM,皇富矿业,购买,9664,5.04,48706.56,0.00,交易完成,"2016-06-06 10:22:37"
65574560,HPM,皇富矿业,购买,1000,5.04,5040.00,0.00,交易完成,"2016-06-06 10:22:33"
YT852131,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:22:32"
K65711969,HPM,皇富矿业,购买,19,5.04,95.76,0.00,交易完成,"2016-06-06 10:22:30"
yt2904,HPM,皇富矿业,购买,152,5.04,766.08,0.00,交易完成,"2016-06-06 10:22:29"
YT11362,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:22:28"
WH9999,HPM,皇富矿业,购买,913,5.04,4601.52,0.00,交易完成,"2016-06-06 10:22:28"
16671369,HPM,皇富矿业,购买,734,5.04,3699.36,0.00,交易完成,"2016-06-06 10:22:27"
lh01,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:22:23"
99991515,HPM,皇富矿业,购买,774,5.04,3900.96,0.00,交易完成,"2016-06-06 10:22:18"
20160606,HPM,皇富矿业,购买,2000,5.04,10080.00,0.00,交易完成,"2016-06-06 10:22:17"
lzp01,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:22:10"
Yt032,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:22:05"
xwm168,HPM,皇富矿业,购买,596,5.04,3003.84,0.00,交易完成,"2016-06-06 10:21:50"
11998618,HPM,皇富矿业,购买,5158,5.04,25996.32,0.00,交易完成,"2016-06-06 10:21:49"
101272,HPM,皇富矿业,购买,238,5.04,1199.52,0.00,交易完成,"2016-06-06 10:21:29"
YT33789,HPM,皇富矿业,出售,26176,5.04,131927.04,1319.27,交易完成,"2016-06-06 10:21:26"
02738144,HPM,皇富矿业,购买,283,5.04,1426.32,0.00,交易完成,"2016-06-06 10:21:24"
2016088,HPM,皇富矿业,购买,16,5.04,80.64,0.00,交易完成,"2016-06-06 10:21:17"
yt060,HPM,皇富矿业,购买,5,5.04,25.20,0.00,交易完成,"2016-06-06 10:21:12"
CHZ008,HPM,皇富矿业,购买,2,5.04,10.08,0.00,交易完成,"2016-06-06 10:21:12"
YT1060,HPM,皇富矿业,购买,11622,5.04,58574.88,0.00,交易完成,"2016-06-06 10:21:10"
GH,HPM,皇富矿业,购买,1000,5.04,5040.00,0.00,交易完成,"2016-06-06 10:21:08"
7508,HPM,皇富矿业,购买,119,5.04,599.76,0.00,交易完成,"2016-06-06 10:21:03"
YT852131,HPM,皇富矿业,购买,9,5.04,45.36,0.00,交易完成,"2016-06-06 10:21:03"
999991616,HPM,皇富矿业,购买,360,5.04,1814.40,0.00,交易完成,"2016-06-06 10:20:59"
023097,HPM,皇富矿业,购买,139,5.04,700.56,0.00,交易完成,"2016-06-06 10:20:58"
66665758,HPM,皇富矿业,购买,124,5.04,624.96,0.00,交易完成,"2016-06-06 10:20:57"
99997777,HPM,皇富矿业,购买,1190,5.04,5997.60,0.00,交易完成,"2016-06-06 10:20:53"
011302,HPM,皇富矿业,购买,542,5.04,2731.68,0.00,交易完成,"2016-06-06 10:20:51"
37663712,HPM,皇富矿业,购买,254,5.04,1280.16,0.00,交易完成,"2016-06-06 10:20:48"
LBS,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:20:45"
00707065,HPM,皇富矿业,购买,40000,5.04,201600.00,0.00,交易完成,"2016-06-06 10:20:42"
zhj888,HPM,皇富矿业,购买,4072,5.04,20522.88,0.00,交易完成,"2016-06-06 10:20:38"
26881999,HPM,皇富矿业,购买,72000,5.04,362880.00,0.00,交易完成,"2016-06-06 10:20:35"
GH,HPM,皇富矿业,购买,1000,5.04,5040.00,0.00,交易完成,"2016-06-06 10:20:33"
573592,HPM,皇富矿业,购买,607,5.04,3059.28,0.00,交易完成,"2016-06-06 10:20:33"
2016388,HPM,皇富矿业,购买,1488,5.04,7499.52,0.00,交易完成,"2016-06-06 10:20:32"
698698,HPM,皇富矿业,购买,46,5.04,231.84,0.00,交易完成,"2016-06-06 10:20:28"
9880998,HPM,皇富矿业,购买,9664,5.04,48706.56,0.00,交易完成,"2016-06-06 10:20:23"
5965800,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:20:12"
lq1389818,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:20:12"
666666,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:20:07"
yt050,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:20:03"
99991357,HPM,皇富矿业,购买,4206,5.04,21198.24,0.00,交易完成,"2016-06-06 10:19:55"
yt056,HPM,皇富矿业,购买,192,5.04,967.68,0.00,交易完成,"2016-06-06 10:19:54"
K65711969,PPE,越南电力油气咨询工程公司,购买,1024,4.95,5068.80,0.00,交易完成,"2016-06-06 10:19:48"
K22313603,HPM,皇富矿业,购买,533,5.04,2686.32,0.00,交易完成,"2016-06-06 10:19:42"
Yt029,HPM,皇富矿业,购买,202,5.04,1018.08,0.00,交易完成,"2016-06-06 10:19:42"
LHM001,HPM,皇富矿业,购买,15,5.04,75.60,0.00,交易完成,"2016-06-06 10:19:39"
gt889,HPM,皇富矿业,购买,436,5.04,2197.44,0.00,交易完成,"2016-06-06 10:19:37"
XQL008,HPM,皇富矿业,购买,698,5.04,3517.92,0.00,交易完成,"2016-06-06 10:19:28"
HJ889,HPM,皇富矿业,购买,293,5.04,1476.72,0.00,交易完成,"2016-06-06 10:19:26"
YT852131,HPM,皇富矿业,购买,585,5.04,2948.40,0.00,交易完成,"2016-06-06 10:19:17"
2016089,HPM,皇富矿业,购买,513,5.04,2585.52,0.00,交易完成,"2016-06-06 10:19:15"
9944,HPM,皇富矿业,购买,180,5.04,907.20,0.00,交易完成,"2016-06-06 10:19:10"
85639,HPM,皇富矿业,购买,838,5.04,4223.52,0.00,交易完成,"2016-06-06 10:18:41"
27309658,HPM,皇富矿业,购买,185,5.04,932.40,0.00,交易完成,"2016-06-06 10:18:32"
665808,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:18:31"
ZYY889,HPM,皇富矿业,购买,5385,5.04,27140.40,0.00,交易完成,"2016-06-06 10:18:31"
CHZ008,HPM,皇富矿业,购买,4830,5.04,24343.20,0.00,交易完成,"2016-06-06 10:18:31"
AO6688,HPM,皇富矿业,出售,9772,5.04,49250.88,492.51,交易完成,"2016-06-06 10:18:30"
LXM001,HPM,皇富矿业,购买,18460,5.04,93038.40,0.00,交易完成,"2016-06-06 10:18:14"
27886979,HPM,皇富矿业,购买,28634,5.04,144315.36,0.00,交易完成,"2016-06-06 10:18:04"
66893,HPM,皇富矿业,购买,6,5.04,30.24,0.00,交易完成,"2016-06-06 10:17:51"
99995858,HPM,皇富矿业,购买,11103,5.04,55959.12,0.00,交易完成,"2016-06-06 10:17:49"
ZTX888,HPM,皇富矿业,购买,20618,5.04,103914.72,0.00,交易完成,"2016-06-06 10:17:48"
MSS001,HPM,皇富矿业,购买,535,5.04,2696.40,0.00,交易完成,"2016-06-06 10:17:46"
20150178,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:17:44"
zxq01,HPM,皇富矿业,购买,112,5.04,564.48,0.00,交易完成,"2016-06-06 10:17:41"
32021316,HPM,皇富矿业,购买,330,5.04,1663.20,0.00,交易完成,"2016-06-06 10:17:33"
HX001,HPM,皇富矿业,购买,8500,5.04,42840.00,0.00,交易完成,"2016-06-06 10:17:30"
179888,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 10:17:28"
LXM889,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:17:28"
2016088,HPM,皇富矿业,购买,200,5.04,1008.00,0.00,交易完成,"2016-06-06 10:17:15"
20151222,HPM,皇富矿业,购买,10556,5.04,53202.24,0.00,交易完成,"2016-06-06 10:17:14"
lj8899,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:17:10"
XQL008,HPM,皇富矿业,购买,5100,5.04,25704.00,0.00,交易完成,"2016-06-06 10:17:07"
wy666888,HPM,皇富矿业,购买,210,5.04,1058.40,0.00,交易完成,"2016-06-06 10:17:04"
211419,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:17:04"
zsy5168,HPM,皇富矿业,购买,509,5.04,2565.36,0.00,交易完成,"2016-06-06 10:16:59"
66663455,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:16:56"
DQ006,HPM,皇富矿业,购买,387,5.04,1950.48,0.00,交易完成,"2016-06-06 10:16:46"
gsm001,HPM,皇富矿业,购买,139,5.04,700.56,0.00,交易完成,"2016-06-06 10:16:44"
hx168,HPM,皇富矿业,购买,112,5.04,564.48,0.00,交易完成,"2016-06-06 10:16:43"
66661819,HPM,皇富矿业,购买,138,5.04,695.52,0.00,交易完成,"2016-06-06 10:16:36"
zxl168,HPM,皇富矿业,购买,59,5.04,297.36,0.00,交易完成,"2016-06-06 10:16:35"
PHL008,HPM,皇富矿业,购买,30000,5.04,151200.00,0.00,交易完成,"2016-06-06 10:16:26"
11223346,HPM,皇富矿业,购买,28415,5.04,143211.60,0.00,交易完成,"2016-06-06 10:16:20"
200162,HPM,皇富矿业,购买,5690,5.04,28677.60,0.00,交易完成,"2016-06-06 10:16:04"
YT6667,HPM,皇富矿业,出售,10000,5.04,50400.00,504.00,交易完成,"2016-06-06 10:15:56"
21727728,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:15:52"
805273,HPM,皇富矿业,购买,1913,5.04,9641.52,0.00,交易完成,"2016-06-06 10:15:47"
K65754742,HPM,皇富矿业,购买,5123,5.04,25819.92,0.00,交易完成,"2016-06-06 10:15:43"
fy699,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 10:15:42"
2805,HPM,皇富矿业,购买,199,5.04,1002.96,0.00,交易完成,"2016-06-06 10:15:41"
568568,HPM,皇富矿业,购买,153,5.04,771.12,0.00,交易完成,"2016-06-06 10:15:39"
SZ699,HPM,皇富矿业,购买,79,5.04,398.16,0.00,交易完成,"2016-06-06 10:15:39"
PDX1338016,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:15:27"
20150178,HPM,皇富矿业,购买,1900,5.04,9576.00,0.00,交易完成,"2016-06-06 10:15:27"
YW7823,HPM,皇富矿业,购买,314,5.04,1582.56,0.00,交易完成,"2016-06-06 10:15:25"
7588802,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:15:21"
LGQ168,HPM,皇富矿业,购买,10892,5.04,54895.68,0.00,交易完成,"2016-06-06 10:15:19"
lrq01,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 10:15:16"
LXM889,HPM,皇富矿业,购买,1190,5.04,5997.60,0.00,交易完成,"2016-06-06 10:15:15"
88666688,HPM,皇富矿业,购买,3355,5.04,16909.20,0.00,交易完成,"2016-06-06 10:15:14"
LHM001,HPM,皇富矿业,购买,61000,5.04,307440.00,0.00,交易完成,"2016-06-06 10:15:10"
93990937,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 10:15:04"
yxj001,HPM,皇富矿业,购买,4980,5.04,25099.20,0.00,交易完成,"2016-06-06 10:15:04"
YT1556677,HPM,皇富矿业,购买,16,5.04,80.64,0.00,交易完成,"2016-06-06 10:15:03"
HLDYWK,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 10:15:03"
LJR999,HPM,皇富矿业,购买,3373,5.04,16999.92,0.00,交易完成,"2016-06-06 10:15:03"
99993113,HPM,皇富矿业,购买,2162,5.04,10896.48,0.00,交易完成,"2016-06-06 10:15:01"
